day,symbol_name,profit,volume,PnL/Lot,Coef,
11/1/2022,EURUSD,40983.75,21405.77,1.91461216,0.002888411,
11/2/2022,EURUSD,54450.09,21411.22,2.543063368,0.002105598,
11/3/2022,EURUSD,-312688.38,18577.11,-16.83191716,0.008673207,
11/4/2022,EURUSD,-260150.90,17709.46,-14.6899399,-0.007139298,
11/7/2022,EURUSD,-383960.35,16081.73,-23.87556261,-0.011419539,
11/8/2022,EURUSD,-210090.48,16824.01,-12.48753906,-0.007354823,
11/9/2022,EURUSD,58045.85,15485.87,3.74831033,-0.00016186,
11/10/2022,EURUSD,-643377.23,21018.64,-30.60984105,-0.005191126,
11/11/2022,EURUSD,-966585.77,18734.77,-51.59314835,-0.017632984,
11/14/2022,EURUSD,-45837.17,21702.92,-2.112027959,-0.005060229,
11/15/2022,EURUSD,-743610.15,25134.81,-29.58487259,-0.003417044,
11/16/2022,EURUSD,-178454.87,19474.74,-9.163402097,-0.001788382,
11/17/2022,EURUSD,-19117.05,17078.99,-1.119331454,0.00094921,
11/18/2022,EURUSD,44681.36,18775.56,2.379761665,0.001832703,
11/21/2022,EURUSD,-8492.24,20534.39,-0.413561942,0.006655747,
11/22/2022,EURUSD,-192274.78,16536.29,-11.62744351,0.000693,
11/23/2022,EURUSD,-311985.12,19803.12,-15.75434166,-0.007503261,
11/24/2022,EURUSD,-373776.76,15219.2,-24.5595538,-0.005744364,
11/25/2022,EURUSD,-24568.56,16615.84,-1.478622985,0.001184103,
11/28/2022,EURUSD,-679032.42,26167.57,-25.94938756,0.001159055,
11/29/2022,EURUSD,230980.64,20201.79,11.43367211,0.003791764,
11/30/2022,EURUSD,156194.70,21646.21,7.215798763,-0.001718226,
12/1/2022,EURUSD,-368087.71,19704.32,-18.68055864,-0.009801935,
12/2/2022,EURUSD,-492167.84,17774.68,-27.68926569,-0.004245377,
12/5/2022,EURUSD,68234.41,20119.21,3.391505626,-0.00152,
12/6/2022,EURUSD,2674.58,18716.86,0.142896805,0.003605795,
12/7/2022,EURUSD,-234138.63,18430.42,-12.70392282,-0.000369513,
12/8/2022,EURUSD,4424.57,16960.81,0.260870204,-0.003591293,
12/9/2022,EURUSD,-92191.45,19780.58,-4.660705281,-0.001438975,
12/12/2022,EURUSD,65335.98,22537.25,2.899021756,0.000554846,
12/13/2022,EURUSD,25736.26,26704,0.963760467,-0.005148219,
12/14/2022,EURUSD,85493.50,25247.84,3.386171049,-0.006117897,
12/15/2022,EURUSD,512184.57,26203.92,19.54610508,-0.000187676,
12/16/2022,EURUSD,177564.59,19674.71,9.025017085,0.004158584,
12/19/2022,EURUSD,170986.52,22137.97,7.723676734,0.000680682,
12/20/2022,EURUSD,383348.31,25211.9,15.20505428,-0.000919193,
12/21/2022,EURUSD,369285.69,21497.57,17.17802012,8.95E-05,
12/22/2022,EURUSD,302968.62,21363.09,14.18187275,0.000725325,
12/23/2022,EURUSD,263314.74,21961.99,11.98956636,8.01E-05,
12/26/2022,EURUSD,8892.06,2069.76,4.296179318,-0.001074724,
12/27/2022,EURUSD,392289.18,23969.59,16.36611959,-0.001812827,
12/28/2022,EURUSD,390641.70,24812.91,15.74348586,0.000554614,
12/29/2022,EURUSD,405146.37,30689.13,13.20162436,-0.000912329,
12/30/2022,EURUSD,341505.07,32324.21,10.5649934,-0.003401672,
1/2/2023,EURUSD,221266.81,7155.14,30.9241759,3.04E-05,
1/3/2023,EURUSD,-1449549.25,37386.88,-38.77160255,0.007005254,
1/4/2023,EURUSD,178248.91,26805.6,6.649689245,0.00202,
1/5/2023,EURUSD,154211.11,28832.82,5.348457322,0.001339602,
1/6/2023,EURUSD,-680924.53,34181.94,-19.9205934,-0.000529935,
1/9/2023,EURUSD,-1124032.72,25375.62,-44.29577378,-0.011255164,
1/10/2023,EURUSD,13683.43,22010.19,0.621686105,-0.003923522,
1/11/2023,EURUSD,203974.62,25010.57,8.155536534,-0.001287978,
1/12/2023,EURUSD,-1982330.68,32683.76,-60.6518553,-0.004891744,
1/13/2023,EURUSD,-147189.62,25269.2,-5.824862696,-0.002914278,
1/16/2023,EURUSD,-106577.34,15951.59,-6.681298895,-1.62E-05,
1/17/2023,EURUSD,266777.01,28888.53,9.23470343,0.00173,
1/18/2023,EURUSD,-137094.96,29202.66,-4.694605163,0.000411533,
1/19/2023,EURUSD,214388.51,20417.29,10.50034111,-0.000224355,
1/20/2023,EURUSD,185944.02,22649.08,8.209782569,-0.002321666,
1/23/2023,EURUSD,-201433.04,23934.35,-8.416064596,-0.003818185,
1/24/2023,EURUSD,230254.42,20451.73,11.25843228,0.000457359,
1/25/2023,EURUSD,368383.92,22903.97,16.08384573,-0.002096995,
1/26/2023,EURUSD,306587.48,20173.59,15.19746742,-8.03E-05,
1/27/2023,EURUSD,189835.18,17109.11,11.09556128,0.002078673,
1/30/2023,EURUSD,482462.79,23684.13,20.37072053,0.000659847,
1/31/2023,EURUSD,-334164.01,23527.17,-14.20332385,0.001806001,
2/1/2023,EURUSD,-2528782.25,25780.81,-98.08777351,-0.007260122,
2/2/2023,EURUSD,14628.56,19370.63,0.75519281,-0.002546753,
2/3/2023,EURUSD,-144331.21,15238.58,-9.47143437,0.008702698,
2/6/2023,EURUSD,-587135.51,16184.79,-36.27699273,0.00961948,
2/7/2023,EURUSD,-300725.76,19752.48,-15.22470919,0.002996636,
2/8/2023,EURUSD,105046.23,10841.05,9.689673356,-0.000512988,
2/9/2023,EURUSD,-15324.60,12103.7,-1.266108349,-0.000962524,
2/10/2023,EURUSD,-157.99,11231.59,-0.014066684,0.002752082,
2/13/2023,EURUSD,-120401.28,11907.99,-10.11096561,0.000954914,
2/14/2023,EURUSD,-78057.29,15454.25,-5.050862156,-0.004143472,
2/15/2023,EURUSD,-27747.21,10068.05,-2.755967072,0.003304823,
2/16/2023,EURUSD,46078.82,11297.05,4.078836837,0.00212,
2/17/2023,EURUSD,-423511.62,10053.42,-42.12612445,0.001432091,
2/20/2023,EURUSD,41082.15,5701.08,7.20602972,-0.001619272,
2/21/2023,EURUSD,221694.68,15617.57,14.19520982,0.001857631,
2/22/2023,EURUSD,245235.76,16817.79,14.58192529,0.003558102,
2/23/2023,EURUSD,205404.04,18702.41,10.98275772,0.0025452,
2/24/2023,EURUSD,-284442.44,17253.75,-16.48583306,0.002747434,
2/27/2023,EURUSD,-56664.97,16269.38,-3.482921219,-0.000451679,
2/28/2023,EURUSD,-28229.79,17344.05,-1.627635148,-0.002207735,
3/1/2023,EURUSD,-280385.09,21020.56,-13.33861196,-0.002342025,
