day,symbol_name,profit,volume,PnL/Lot,Coef
12/11/2020,GBPUSD,17470.8576,6669.64,2.61946,-0.00096
12/14/2020,GBPUSD,-32971.29706,9574.23,-3.443754,-0.00077
12/15/2020,GBPUSD,25912.23846,9388.03,2.760136,0.00182
12/16/2020,GBPUSD,-621532.3761,9564,-64.986656,0.001122
12/17/2020,GBPUSD,-338218.0399,8680.03,-38.965077,0.000585
12/18/2020,GBPUSD,-509749.6598,8917.99,-57.159703,0.001031
12/21/2020,GBPUSD,100256.0756,7903.11,12.685649,-0.00023
12/22/2020,GBPUSD,-442724.8568,12259.35,-36.113241,-0.00041
12/23/2020,GBPUSD,80010.81845,10345.52,7.733861,-0.00082
12/24/2020,GBPUSD,-331158.4057,9609.49,-34.461601,-0.00147
12/28/2020,GBPUSD,-66703.81971,7437.38,-8.968726,-0.00029
12/29/2020,GBPUSD,139171.6422,8459.6,16.451327,-0.00097
12/30/2020,GBPUSD,93118.08867,6765.41,13.76385,0.000279
12/31/2020,GBPUSD,-258232.7793,10600.78,-24.35979,-0.00074
1/4/2021,GBPUSD,-364220.9012,9401.75,-38.739692,6.92E-04
1/5/2021,GBPUSD,40685.01016,10655.22,3.818317,-5.89E-05
1/6/2021,GBPUSD,36636.37539,8812.31,4.157409,-0.00031
1/7/2021,GBPUSD,-119135.6226,10325.98,-11.537464,-0.00068
1/8/2021,GBPUSD,190226.8111,9700.43,19.610142,-0.00044
1/11/2021,GBPUSD,-53398.83904,7720.25,-6.916724,0.00072
1/12/2021,GBPUSD,31385.2017,8840.04,3.550346,0.000632
1/13/2021,GBPUSD,-351605.2891,9744.57,-36.082176,-0.00013
1/14/2021,GBPUSD,-136999.0852,10135.47,-13.516796,0.001599
1/15/2021,GBPUSD,-2309.166179,9330.98,-0.247473,0.001847
1/18/2021,GBPUSD,44296.42126,9067.27,4.88531,-4.85E-05
1/19/2021,GBPUSD,-12584.37264,7586.36,-1.658816,-0.00161
1/20/2021,GBPUSD,-7498.257771,8381.76,-0.894592,-0.00059
1/21/2021,GBPUSD,105323.9734,11603.79,9.076687,0.000211
1/22/2021,GBPUSD,-70853.71389,9601.76,-7.379242,-0.00043
1/25/2021,GBPUSD,215843.2458,8953.13,24.108133,-0.00051
1/26/2021,GBPUSD,281762.4966,12134.43,23.220085,-0.00096
1/27/2021,GBPUSD,-13333.07914,14661.57,-0.90939,-0.00077
1/28/2021,GBPUSD,316420.5204,18044.76,17.535313,0.00182
1/29/2021,GBPUSD,240594.0306,10928.36,22.015566,0.001122
2/1/2021,GBPUSD,412677.3975,12008.91,34.364268,0.000585
2/2/2021,GBPUSD,438757.2768,12642.57,34.704754,0.001031
2/3/2021,GBPUSD,56628.32162,11062.88,5.118768,-0.00023
2/4/2021,GBPUSD,-88795.20752,12047.12,-7.370659,-0.00041
2/5/2021,GBPUSD,138066.913,17625.76,7.833246,-0.00082
2/8/2021,GBPUSD,3208.404642,11266.92,0.284763,-0.00147
2/9/2021,GBPUSD,236999.0132,16473.59,14.386604,-0.00029
2/10/2021,GBPUSD,-550447.9321,21606.67,-25.475834,-0.00097
2/11/2021,GBPUSD,-1189384.138,12767.12,-93.15994,0.000279
2/12/2021,GBPUSD,235665.5051,12063.87,19.534818,0.00093
2/15/2021,GBPUSD,-12728.86819,10871.32,-1.170867,-0.00074
2/16/2021,GBPUSD,-700409.1472,10002.64,-70.022429,0.000692
2/17/2021,GBPUSD,-1199332.185,16040.29,-74.769981,-5.89E-05
2/18/2021,GBPUSD,115906.3552,9030.11,12.835542,-0.00031
2/19/2021,GBPUSD,-923177.2996,13769.7,-67.044111,-0.00068
2/22/2021,GBPUSD,-781712.0639,10307.57,-75.838637,-0.00044
2/23/2021,GBPUSD,-764880.1706,16888.9,-45.288928,0.00072
2/24/2021,GBPUSD,-279645.8126,11807.84,-23.683062,0.000632
2/25/2021,GBPUSD,-2319439.055,11197.34,-207.141969,-0.00013
2/26/2021,GBPUSD,-310708.6677,14015.46,-22.168995,0.001599
3/1/2021,GBPUSD,-927714.4615,12889.53,-71.974266,0.001847
3/2/2021,GBPUSD,-10135.09258,7668.69,-1.32162,-4.85E-05
3/3/2021,GBPUSD,-293077.4719,8950.5,-32.744257,-0.00161
3/4/2021,GBPUSD,-19681.87828,8864.69,-2.220256,-0.00059
3/5/2021,GBPUSD,-20763.96869,9616.71,-2.159155,0.000211
3/8/2021,GBPUSD,-555725.0684,9771.15,-56.87407,-0.00043
3/9/2021,GBPUSD,80752.83214,7514.4,10.746411,-0.00051
3/10/2021,GBPUSD,-38729.56716,8291.5,-4.670996,-0.00096
3/11/2021,GBPUSD,119682.6823,9447.85,12.667716,-0.00077
3/12/2021,GBPUSD,-69617.507,7914.02,-8.796731,0.00182
3/15/2021,GBPUSD,-269269.2276,7947.03,-33.883001,0.000585
3/16/2021,GBPUSD,9182.47076,8106.13,1.132781,0.001031
3/17/2021,GBPUSD,261759.7681,13723.1,19.07439,-0.00023
3/18/2021,GBPUSD,146017.3756,15716.34,9.2908,-0.00041
3/19/2021,GBPUSD,588991.8553,16266.4,36.209109,-0.00082
3/22/2021,GBPUSD,141685.9323,13405.15,10.569515,-0.00029
3/23/2021,GBPUSD,329253.766,10025.87,32.840418,-0.00097
3/24/2021,GBPUSD,-515635.1502,11645.9,-44.27611,0.000279
3/25/2021,GBPUSD,-565877.0291,9242.01,-61.228783,0.00093
3/26/2021,GBPUSD,-25895.64878,9386.58,-2.758795,-0.00074
3/29/2021,GBPUSD,-49958.56054,7668.02,-6.515184,0.000692
3/30/2021,GBPUSD,-7036.193955,11063.81,-0.635965,-5.89E-05
3/31/2021,GBPUSD,80227.22786,9048.26,8.866592,-0.00031
4/1/2021,GBPUSD,60272.22011,9556.04,6.307238,-0.00068
4/2/2021,GBPUSD,7767.734695,7913.87,0.981534,-0.00044
4/5/2021,GBPUSD,-50644.13367,3739.4,-13.543385,0.00072
4/6/2021,GBPUSD,-592084.6006,6669.96,-88.768838,0.000632
4/7/2021,GBPUSD,-41850.90832,13476.82,-3.105399,-0.00013
4/8/2021,GBPUSD,-138425.1282,10858.06,-12.748606,0.001599
4/9/2021,GBPUSD,86770.63597,8115.99,10.691319,0.001847
